org_name,org_id,org_address,std_state,geo_lat,geo_lon,Organization Type,Subtype,state
Diesel Truck Driver Training School,7df91a04,"7190 ELDER LN, SUN PRAIRIE, WI, 53590",WI,43.238958,-89.1504086,WIOA-eligible,NA,Wisconsin
Trinidad State Junior College,91642ebd,"600 PROSPECT ST, TRINIDAD, CO, 81082",CO,37.1721091,-104.5133697,Higher education institution,NA,Colorado
Great Lakes Truck Driving School,e7905b24,"27740 ROYALTON RD, COLUMBIA STATION, OH, 44028",OH,41.3143001,-81.968056,Multiple types,Highest degree certificate,Ohio
C Asimota And Associates Inc,fd73b196,"5044 SW 139TH AVE, MIRAMAR, FL, 33027",FL,25.9608764,-80.3302678,Non-profit organization,Job training non-profit,Florida
Kodiak Corporation,9ec87d80,"""65 GLENN STREET"" LAWRENCE MA 1843",MA,42.68217,-71.1828229,Registered apprenticeship,NA,Massachusetts
Eastern Oklahoma State College,3c0cc18d,1301 W MAIN ST WILBURTON OK 74578-4999,OK,34.9145548,-95.3318189,Higher education institution,NA,Oklahoma
Texas Sea Base,448b84ec,"4435 VANDELIA ST, DALLAS, TX, 75219",TX,32.8164021,-96.8165274,Non-profit organization,Job training non-profit,Texas
Pc Professor-Is,1c3a9992,6000 OKEECHOBEE BOULEVARD  SUITE 200  WEST PALM BEACH FL 33417,FL,26.7069598,-80.1362059,WIOA-eligible,NA,Florida
Keiser University - Tampa,931c461e,"5002 W WATERS AVE, TAMPA, FL, 33614",FL,28.0249905,-82.5295356,WIOA-eligible,NA,Florida
Metalsa Hopkinsville,f9351553,"301 BILL BRYAN BLVD, HOPKINSVILLE, KY, 42240",KY,36.8211202,-87.4303129,Registered apprenticeship,NA,Kentucky
Ross Medical Education Center-Fort Wayne,9b0903f2,"4122 LIMA RD, FORT WAYNE, IN, 46805",IN,41.1165139,-85.1441992,Higher education institution,NA,Indiana
Berkshire Training And Employment Inc,13276f02,"160 NORTH ST, PITTSFIELD, MA, 01201",MA,42.4509843,-73.2530181,Non-profit organization,Job training non-profit,Massachusetts
Alpena Community College,8788c315,"665 JOHNSON ST, ALPENA, MI, 49707",MI,45.0784733,-83.4462786,Multiple types,Highest degree bachelor’s+,Michigan
Joint Apprenticeship And Training Comm Of The Nw Line Const Indstry,e0e7de46,9817 NORTH EAST 54TH STREET VANCOUVER WA 98662-6064,WA,45.6615492,-122.5967553,Non-profit organization,Job training non-profit,Washington
Atl Electrical Jatc,1406285d,"6601 BAY CIR, NORCROSS, GA, 30071",GA,33.9366757,-84.2462365,Registered apprenticeship,NA,Georgia
"Southern California Pavement Striper, Road Slurry, Seal Coat And Highway Maintenance J.A.C.",6efb2968,RIVERSIDE CA 92507,CA,33.9734553,-117.3263893,Registered apprenticeship,NA,California
Heritage Valley Kennedy School Of Nursing,1d935dc0,"25 HECKEL RD, MC KEES ROCKS, PA, 15136",PA,40.4727306,-80.0909473,Higher education institution,Highest degree certificate,Pennsylvania
Knead Community Cafe,fe95a30c,"1011 BARNES ST, NEW KENSINGTN, PA, 15068",PA,40.5674022,-79.7651754,Non-profit organization,Job training non-profit,Pennsylvania
People Building Communitites,ed4b8a56,"1218 S MAGNOLIA ST, HAMMOND, LA, 70403",LA,30.4911378,-90.4600223,Non-profit organization,Job training non-profit,Louisiana
Spark Teacher Education Institute,63f60f65,"321 PARK ST, BENNINGTON, VT, 05201",VT,42.8864723,-73.1920255,WIOA-eligible,NA,Vermont
North Harris College (Lone Star College System),984acc94,"2700 W W THORNE DR,, HOUSTON TX 77073",TX,30.0064878,-95.3799117,WIOA-eligible,NA,Texas
Big Time Detailing And Training,49142229,"2190 FRANKLIN OAKS LN, TALLAHASSEE, FL, 32305",FL,30.318645,-84.3148609,Non-profit organization,Job training non-profit,Florida
Wheeling Joint Apprentice Committee,faa6a8b9,"177 29TH ST, WHEELING, WV, 26003",WV,40.0510563,-80.717392,WIOA-eligible,Apprenticeship sponsor / other,West Virginia
Advanced Dental Assistant Academy Llc,776c1089,"1520 S MAIN ST, BLACKWELL, OK, 74631",OK,36.7872374,-97.2827154,WIOA-eligible,NA,Oklahoma
Edison State Community College,4198574,"1973 EDISON DR, PIQUA, OH, 45356",OH,40.157723,-84.2128112,Multiple types,NA,Ohio
Pemiscot County Career And Technology Center,c804f954,"1317 STATE HWY 84, HAYTI, MO, 63851",MO,36.2320498,-89.7343705,WIOA-eligible,NA,Missouri
Charles Of Italy Beauty College,aa1b1b9d,"1987 MCCULLOCH BLVD N, LAKE HAVASU CITY, AZ, 86403",AZ,34.4774901,-114.3325282,Higher education institution,Highest degree certificate,Arizona
Lithespeed,fc20cdf2,590 PARKWAY SUITE 100 HERNDON VA 20170,VA,38.9695545,-77.3860976,WIOA-eligible,NA,Virginia
Miami Ad School-New York,0cac339b,"35-37 36TH ST, ASTORIA, NY, 11106",NY,40.7547311,-73.9252126,Higher education institution,Highest degree certificate,New York
Samuel Morris Career Institute Of New Jersey,46840df1,"701 MCCARTER HWY, NEWARK, NJ, 07102",NJ,40.7313221,-74.1683558,WIOA-eligible,NA,New Jersey
Seniors Job Bank Inc,829669a6,50 S MAIN ST RM 216 WEST HARTFORD CT 06107-2416,CT,41.7586639,-72.7417726,Non-profit organization,Job training non-profit,Connecticut
Sugarphoric Inc,b1b5a3f1,"4775 EAGLES RIDGE LOOP, LITHONIA, GA, 30038",GA,33.6796157,-84.1967597,Non-profit organization,Job training non-profit,Georgia
Madison-Oneida Counties Boces,f645283f,"4937 SPRING RD, VERONA, NY, 13478",NY,43.1415021,-75.5604077,WIOA-eligible,NA,New York
Sisseton Wahpeton College,da231e68,"12572 BIA RD 700, SISSETON, SD, 57262",SD,45.5626605,-97.0607959,Higher education institution,NA,South Dakota
Carrington College-Las Vegas,a2aec572,"5740 S EASTERN AVE, LAS VEGAS, NV, 89119",NV,36.0849578,-115.1180433,Higher education institution,NA,Nevada
Warriors To Farmers,373e6ffc,"29203 STATE RD 46, SORRENTO, FL, 32776",FL,28.8150307,-81.4734739,Non-profit organization,Job training non-profit,Florida
Southern Technical College,0f925cb0,"1685 MEDICAL LN, FORT MYERS, FL, 33907",FL,26.5960997,-81.8776504,Higher education institution,Highest degree bachelor’s+,Florida
Rjv Construction Corporation,322256c7,"""5 LINCOLN STREET, P.O. BOX 626"" CANTON MA 2021",MA,42.2971747,-71.7585971,Registered apprenticeship,NA,Massachusetts
Beloved Community Incubator Inc,32102ab0,"1226 VERMONT AVE NW, WASHINGTON, DC, 20005",DC,38.9070319,-77.0315753,Non-profit organization,Job training non-profit,NA
Columbia Electric Council Guideline Standards,5a614243,P.O. BOX 4253 CAYCE SC 29171,SC,33.99,-81.0699999,Registered apprenticeship,NA,South Carolina
Rock Bridge Training Institute,45de9095,"200 N THOMAS DR, SHREVEPORT, LA, 71107",LA,32.5366087,-93.7621564,WIOA-eligible,NA,Louisiana
Florida West Coast Operating Engineers Jac,67c5e728,"208 E TERRACE DR, PLANT CITY, FL, 33563",FL,28.0406507,-82.1227212,Registered apprenticeship,NA,Florida
Northeast Elec,edebfa70,PO BOX 36 BURDETTE AR 72321,AR,35.8197959,-89.9323304,Registered apprenticeship,NA,Arkansas
Dtcare,cce017d2,"301 MOON CLINTON RD, MOON TOWNSHIP, PA, 15108",PA,40.5123524,-80.2331067,Non-profit organization,Job training non-profit,Pennsylvania
Amazingcommunity Inc,07f99686,"47 LINDEN PL, SUMMIT, NJ, 07901",NJ,40.7113998,-74.3636386,Non-profit organization,Job training non-profit,New Jersey
Viking Driving School,83492aa7,"524 BUSSE HWY, PARK RIDGE, IL, 60068",IL,42.0174037,-87.8435783,WIOA-eligible,NA,Illinois
Central School Of Practical Nursing,fcc3c12f,"4700 ROCKSIDE RD, INDEPENDENCE, OH, 44131",OH,41.3972103,-81.6575402,Higher education institution,Highest degree certificate,Ohio
Eric Fisher Academy,26e3f15a,"6727 W CENTRAL AVE, WICHITA, KS, 67212",KS,37.6938505,-97.4219241,Higher education institution,Highest degree certificate,Kansas
K And K Craft And Sewing,0857d76c,PO BOX 4157 CLEVELAND MS 38732-5257,MS,33.7440023,-90.7248187,Non-profit organization,Job training non-profit,Mississippi
Arkansas College Of Health Careers,c34e4309,"9714 W MARKHAM ST, LITTLE ROCK, AR, 72205",AR,34.7543721,-92.3821653,WIOA-eligible,NA,Arkansas
Herkimer County Community College,67cf8479,"100 RESERVOIR RD, HERKIMER, NY, 13350",NY,43.0322822,-75.006246,Multiple types,NA,New York
Armenia Pharmacy Solutions School,bb9b3888,"4603 N ARMENIA AVE, TAMPA, FL, 33603",FL,27.986092,-82.4843703,WIOA-eligible,NA,Florida
Hope Restoration Inc,edf51169,3907BERTRANDAVE DALLAS TX 75210-2204,TX,32.770751,-96.7467229,Non-profit organization,Job training non-profit,Texas
"Hannon Electric, Inc.",fefc2af9,"""117 EASTMAN STREET"" S EASTON MA 2375",MA,42.0267014,-71.1577388,Registered apprenticeship,NA,Massachusetts
A N D Readiness Program,f3cdc0ea,"2302 PARKLAKE DR NE, ATLANTA, GA, 30345",GA,33.8538211,-84.2505162,Non-profit organization,Job training non-profit,Georgia
Arkansas State University (Asu) - Newport (Newport 2 Yr),4c93d607,7648 VICTORY BLVD NEWPORT NEWPORT AR 72112,AR,35.6402218,-91.1905973,WIOA-eligible,NA,Arkansas
Excelling Nursing Academy,7c12c468,"21100 OSMUS ST, FARMINGTON, MI, 48336",MI,42.4453645,-83.3597901,WIOA-eligible,NA,Michigan
Cossatot Community College Of The University Of Arkansas,a7d890e0,"183 COLLEGE DR, DE QUEEN, AR, 71832",AR,34.0367834,-94.341456,Higher education institution,NA,Arkansas
Southern California Sheet Metal Jatc,e36d9bd1,"633 N BALDWIN PARK BLVD, CITY OF INDUSTRY, CA, 91746",CA,34.0581668,-117.9917092,Registered apprenticeship,NA,California
Iuoe Local 926 Jatp,caed3a1d,"1351 COLLARD VALLEY RD, CEDARTOWN, GA, 30125",GA,34.0312057,-85.2123122,Registered apprenticeship,NA,Georgia
Midwest Technical Institute-East Peoria,71f16532,"280 HIGH POINT LN, EAST PEORIA, IL, 61611",IL,40.6422633,-89.5434799,Higher education institution,Highest degree certificate,Illinois
Alliance For Strategic Growth Inc,3300615,"3301 W PURDUE AVE, MUNCIE, IN, 47304",IN,40.223433,-85.4252573,Non-profit organization,Job training non-profit,Indiana
Berks Career And Technology Ctr,501f4e53,"3307 FRIEDENSBURG RD, OLEY, PA, 19547",PA,40.3839399,-75.7955338,WIOA-eligible,NA,Pennsylvania
Midco Inc,75c9729f,PO BOX 85 CHELSEA OK 74016-0085,OK,36.535647,-95.432474,Non-profit organization,Job training non-profit,Oklahoma
Cnu Medical Institute,1e9a8181,"5865 JIMMY CARTER BLVD, NORCROSS, GA, 30071",GA,33.9201744,-84.2098248,WIOA-eligible,NA,Georgia
Gaston College,5eece1b9,201 HWY 321 S DALLAS NC 28034,NC,35.310218,-81.1887876,Higher education institution,NA,North Carolina
"Multiverse Us, Inc.",881fa928,"38 W 21ST ST, NEW YORK, NY, 10010",NY,40.740917,-73.9926904,Registered apprenticeship,NA,New York
Yakima Valley College,cc16ddc0,SOUTH 16TH AVE. & NOB HILL BLVD. YAKIMA WA 98907-2520,WA,34.246283,-110.059778,Higher education institution,Highest degree bachelor’s+,Washington
Alaska Native Tribal Health Consortium,1433e54b,"3900 AMBASSADOR DRIVE, SUITE 201 ANCHORAGE AK 99508",AK,61.1824926,-149.8069657,Registered apprenticeship,NA,Alaska
Premiere Career College,cc160ecd,12901 RAMONA BLVD IRWINDALE CA 91706-3746,CA,34.0797733,-117.9908857,Higher education institution,Highest degree certificate,California
Zara Academy,4d6a5414,"208 S AVE,, WENATCHEE WA 98801",WA,47.4234599,-120.3103494,WIOA-eligible,NA,Washington
Sterling Municipal Light Dept.,b2467dd1,"""50 MAIN STREET"" STERLING MA 1564",MA,42.4383402,-71.7581126,Registered apprenticeship,NA,Massachusetts
"Winn's Career Education, Inc.",877748d1,"750 E. US HWY 80, SUITE 200-671 FORNEY TX 75126",TX,32.7439499,-96.4493028,Registered apprenticeship,NA,Texas
(Phl) Philadelphia Electric (Ibew98),c9b4baa3,"1719 SPRING GARDEN ST, PHILADELPHIA, PA, 19130",PA,39.9635154,-75.1671681,Registered apprenticeship,NA,Pennsylvania
Patrick Henry Community College,765ff9b5,"645 PATRIOT AVE, MARTINSVILLE, VA, 24112",VA,36.7397709,-79.8748169,Multiple types,NA,Virginia
Florida Career College-West Palm Beach,c654e00d,"6058 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33417",FL,26.7053205,-80.137014,Higher education institution,NA,Florida
Blacks Academy Of Excellence Inc,c668a1ca,"43055 N DELANEY RD, ZION, IL, 60099",IL,42.4886963,-87.9014534,Non-profit organization,Job training non-profit,Illinois
Freedom Academy,80be701d,"9609 ARDMORE AVE, FORT WAYNE, IN, 46809",IN,40.9954135,-85.1896474,WIOA-eligible,NA,Indiana
Scream Freely,be05374e,"165 MEADOW LN, LONG LAKE, MN, 55356",MN,44.9809515,-93.5638407,Non-profit organization,Job training non-profit,Minnesota
Mount Desert Island Adult And Com Ed,aa108122,"1081 EAGLE LAKE RD, BAR HARBOR, ME, 04609",ME,44.373007,-68.3010709,WIOA-eligible,NA,Maine
Summit Salon Academy Kansas City,1f01a49e,"815 W 23RD ST S, INDEPENDENCE, MO, 64055",MO,39.0790014,-94.426368,Higher education institution,Highest degree certificate,Missouri
Elevator Constructors Jatc Lu59,8b9f6444,"2163 BERRYHILL ST, HARRISBURG, PA, 17104",PA,40.2628727,-76.8517407,Registered apprenticeship,NA,Pennsylvania
Moore Norman Technology Center,c278f21d,"4701 12TH AVE NW, NORMAN, OK, 73069",OK,35.2725037,-97.4560954,Multiple types,Highest degree certificate,Oklahoma
Natf Electrician,66544543,PO BOX 537 ARKADELPHIA AR 71923,AR,34.120994,-93.053544,Registered apprenticeship,NA,Arkansas
Empire Beauty School-Stone Park,1c4d0d48,"3106 W NORTH AVE, STONE PARK, IL, 60165",IL,41.9071559,-87.8714097,Higher education institution,Highest degree certificate,Illinois
Na Hunaahi,bf6d561c,"14-684 HAPUU RD, PAHOA, HI, 96778",HI,19.5052677,-154.9053295,Non-profit organization,Job training non-profit,Hawaii
Santa Barbara County Joint Apprenticeship Committe,7871f6a8,"93 THOMAS RD, BUELLTON, CA, 93427",CA,34.6219668,-120.1874561,Registered apprenticeship,NA,California
Aviation Technical Services,2d1aafe8,"3121 109TH ST SW, EVERETT, WA, 98204",WA,47.9002182,-122.276888,WIOA-eligible,Apprenticeship sponsor / other,Washington
"Klap, Inc",d7d0165f,"7505 APPLING CENTER DR, MEMPHIS, TN, 38133",TN,35.2024059,-89.8130893,Registered apprenticeship,NA,Tennessee
(Phl) Insulation Workers Iahfiaw Jac (Lu 14),25306060,"2014 HORNIG RD, PHILADELPHIA, PA, 19116",PA,40.1118446,-74.9996822,Registered apprenticeship,NA,Pennsylvania
Vincennes Beauty College,06c6d441,"12 S 2ND ST, VINCENNES, IN, 47591",IN,38.6796051,-87.532573,Higher education institution,Highest degree certificate,Indiana
Cet-Alexandria,ccd42dad,"6295 EDSALL RD, ALEXANDRIA, VA, 22312",VA,38.8022695,-77.1423465,Higher education institution,Highest degree certificate,Virginia
Steven Papageorge Hair Academy,bfa9cfcf,"1113 W BELMONT AVE, CHICAGO, IL, 60657",IL,41.9395741,-87.6571486,Higher education institution,Highest degree certificate,Illinois
Roofers Jatc Of W Ny Lu #74,98e7a01d,"2800 CLINTON ST, WEST SENECA, NY, 14224",NY,42.8648665,-78.7698928,Registered apprenticeship,NA,New York
San Jacinto College District,2028418f,"8060 SPENCER HWY, PASADENA, TX, 77505",TX,29.6603528,-95.1159294,Registered apprenticeship,NA,Texas
"Lifeline Ambulance, Inc.",09749fab,"913 KOALA AVE, OMAK, TONASKET WA 98855",WA,48.4221908,-119.5055163,WIOA-eligible,NA,Washington
The Salon Professional Academy-Evansville,f283d910,"5545 VOGEL RD, EVANSVILLE, IN, 47715",IN,37.9872545,-87.4834947,Higher education institution,Highest degree certificate,Indiana
Bricklayers And Allied Craftworkers Local 5 New York,677a91ac,"1 SCOBIE DR, NEWBURGH, NY, 12550",NY,41.5135274,-74.0348238,Non-profit organization,Job training non-profit,New York
"Serves, Llc",1aa2caff,"""59 DAVIS AVE"" NORWOOD MA 2062",MA,42.1763372,-71.2188897,Registered apprenticeship,NA,Massachusetts
Hispanic Committee Of The South Inc,ce9beafc,"5438 SHREVEPORT HWY, PINEVILLE, LA, 71360",LA,31.3971961,-92.440851,Non-profit organization,Job training non-profit,Louisiana
Roosevelt University,8a6757c9,"1400 ROOSEVELT BLVD, SCHAUMBURG, IL, 60173",IL,42.0539031,-88.0386012,WIOA-eligible,NA,Illinois
Precision Institute,035d6ccf,2600 ONE COMMERCE SQ PHILADELPHIA PA 19103-7018,PA,39.953867700000004,-75.1741443,Non-profit organization,Job training non-profit,Pennsylvania
Tops Inc And Associates Training On Prevention Services In,935e5c8d,"6851 BRIGANTINE WAY, DAYTON, OH, 45414",OH,39.8478356,-84.2430676,Non-profit organization,Job training non-profit,Ohio
Hc Commitment Inc,c7bf2c9d,"2633 MCKINNEY AVE, DALLAS, TX, 75204",TX,32.7974644,-96.801819,Non-profit organization,Job training non-profit,Texas
Delmarva Beauty Academy,a2acbcb9,"111 MILFORD ST, SALISBURY, MD, 21804",MD,38.3389627,-75.6016525,Higher education institution,Highest degree certificate,Maryland
Per Scholas Inc.,17c7db2b,"804 E 138TH ST, BRONX, NY, 10454",NY,40.8033454,-73.9105605,WIOA-eligible,NA,New York
Paying It Forward Stenographic Initiative Inc,6cc5fe02,"705 N MOCCASIN ST, SAPULPA, OK, 74066",OK,36.0070124,-96.0890411,Non-profit organization,Job training non-profit,Oklahoma
North Central Illinois Finishing Trades Institute,e3867723,1905 SEQUOIA DR STE 101 AURORA IL 60506-1090,IL,41.7939636,-88.363831,Non-profit organization,Job training non-profit,Illinois
Downeast Maritime Training Center,961c43a1,P.O. BOX 167 04941 FREEDOM ME 4941,ME,44.5298272,-69.2967536,WIOA-eligible,NA,Maine
Cem College-Bayamon,397fbcae,25 DEGETAU ST BAYAM�N PR 00961,PR,18.3985656,-66.1554459,Higher education institution,Highest degree bachelor’s+,NA
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,ba27ae4a,"576 VO TECH RD, REYNOLDSVILLE, PA, 15851",PA,41.1094584,-78.892575,Higher education institution,Highest degree certificate,Pennsylvania
Nm Administrative Office Of The Courts,5497825c,"237 DON GASPAR AVE, SANTA FE, NM, 87501",NM,35.6845225,-105.939649,WIOA-eligible,NA,New Mexico
Western Oklahoma Electrical Jatc,1b8db6d6,P O BOX 96245 OKLAHOMA CITY OK 73143,OK,35.47,-97.52,Registered apprenticeship,NA,Oklahoma
Mid Cities Barber College,2fb3b67e,"2345 SW 3RD ST, GRAND PRAIRIE, TX, 75051",TX,32.71034,-97.0069653,Higher education institution,Highest degree certificate,Texas
Nlen Support Corporation,49f365fc,"906 S HOMAN AVE, CHICAGO, IL, 60624",IL,41.8696601,-87.7108775,Non-profit organization,Job training non-profit,Illinois
New York State Association Of School Personnell Administrators,NA,"55 BILLINGSWOOD PL, ATHENS, NY, 12015",NY,42.2855297,-73.8135553,Non-profit organization,Job training non-profit,New York
Rend Lake College,7a7a4cb0,REND LAKE COLLEGE MARKETPLACE MT. VERNON MOUNT VERNON IL 62864,IL,38.3193092,-88.9574279,WIOA-eligible,NA,Illinois
Hope Community Outreach Center Inc,3ea75a3a,"6780 PEMBROKE RD, PEMBROKE PINES, FL, 33023",FL,25.9948252,-80.2230906,Non-profit organization,Job training non-profit,Florida
University Of Houston - Honors College,99cebe1a,"4849 CALHOUN RD, HOUSTON, TX, 77004",TX,29.7168875,-95.3389752,WIOA-eligible,Apprenticeship sponsor / other,Texas
"Sheet Metal Workers Jatc, Youngstown",494d99fe,"200 MCCLURG RD, BOARDMAN, OH, 44512",OH,40.995686,-80.6558418,Registered apprenticeship,NA,Ohio
160 Driving Academy,cef9c901,"9545 S 20TH ST, OAK CREEK, WI, 53154",WI,42.8712006,-87.9432262,WIOA-eligible,NA,Wisconsin
Llcc - Medical District,6830726b,"130 W MASON ST, SPRINGFIELD, IL, 62702",IL,39.8049392,-89.6557919,WIOA-eligible,NA,Illinois
Clark Fork Valley Hospital Inc,99b3e310,"PO BOX 768, PLAINS,, PLAINS MT 59859",MT,47.4602135,-114.8829119,WIOA-eligible,NA,Montana
Techtrades Corporation,ba165044,"3620 LEE RD, SHAKER HEIGHTS, OH, 44120",OH,41.4612211,-81.5657675,Non-profit organization,Job training non-profit,Ohio
Oct Water Quality Academy,dbaea919,"4600 ROSEVILLE RD, NORTH HIGHLANDS, CA, 95660",CA,38.6521904,-121.3892344,Non-profit organization,Job training non-profit,California
The Manufacturers Association,f325d384,320 BUSSER RD 2ND FLOOR  EMIGSVILLE PA 17318,PA,40.0181665,-76.7199872,WIOA-eligible,Apprenticeship sponsor / other,Pennsylvania
Beckfield College-Florence,e1be5213,"16 SPIRAL DR, FLORENCE, KY, 41042",KY,39.0171802,-84.6412803,Higher education institution,Highest degree bachelor’s+,Kentucky
Ironworkers Local #9 Jac Of Niagara County,4a854ed9,"412 39TH ST, NIAGARA FALLS, NY, 14303",NY,43.0896788,-79.017136,Registered apprenticeship,NA,New York
Finishing Trades Institute District 77,dff811c7,"2278 WILLISTON RD, AIKEN, SC, 29803",SC,33.3949643,-81.7047377,Registered apprenticeship,NA,South Carolina
Eubanks Conservatory Of Music And Arts,f34b27c9,"4543 ARTESIA BLVD, LAWNDALE, CA, 90260",CA,33.873082,-118.3563123,Non-profit organization,Job training non-profit,California
Music City Construction Careers Inc,bd8d9867,PO BOX 290153 NASHVILLE TN 37229-0153,TN,36.1459183,-86.6657852,Non-profit organization,Job training non-profit,Tennessee
Indian Hills Community College,3cf52c34,"525 GRANDVIEW AVE, OTTUMWA, IA, 52501",IA,41.0457764,-92.395689,Multiple types,NA,Iowa
North Central Missouri College,37f3699a,"1301 MAIN ST, TRENTON, MO, 64683",MO,40.0778257,-93.6182184,Multiple types,NA,Missouri
"Truck Driver Institute Of Indiana, Inc.",1c227399,3542 E. COUNTY ROAD 500N.  WHITELAND IN 46184,IN,39.5510628,-86.0346851,WIOA-eligible,NA,Indiana
North-West College,f84c90af,"2121 W GARVEY AVE N, WEST COVINA, CA, 91790",CA,34.0718712,-117.9505742,WIOA-eligible,NA,California
"Connected Nation, Inc.",87e44eb7,191 W. PROFESSIONAL PARK CT. SUITE B BOWLING GREEN KY 42104,KY,36.9693307,-86.4395586,WIOA-eligible,NA,Kentucky
Diesel Driving Academy Inc - Little Rock,54bbaece,11001 INTERSTATE 30 LITTLE ROCK AR 72209,AR,34.6635363,-92.3963669,WIOA-eligible,NA,Arkansas
"Literacy Action Center, Salt Lake City",c4d16a62,"1234 S MAIN ST, SALT LAKE CITY, UT, 84101",UT,40.7425013,-111.8921827,WIOA-eligible,NA,Utah
Cascadia College,b75b5a27,"18345 CAMPUS WAY NE, BOTHELL, WA, 98011",WA,47.7598497,-122.1918516,Higher education institution,Highest degree bachelor’s+,Washington
New Jersey Health Care Employers,4711893b,"9 ALLING ST, NEWARK, NJ, 07102",NJ,40.7335222,-74.1661489,Registered apprenticeship,NA,New Jersey
Aveda Institute-Minneapolis,1b869f56,"400 CENTRAL AVE SE, MINNEAPOLIS, MN, 55414",MN,44.9879698,-93.2535127,Higher education institution,Highest degree certificate,Minnesota
Through Our Lens Inc,767c2c5a,"30 KENSINGTON AVE, JERSEY CITY, NJ, 07304",NJ,40.7224503,-74.0732794,Non-profit organization,Job training non-profit,New Jersey
Empire Beauty School-Monroeville,bbbf6b5d,"THE PLAZA, 320 MALL BLVD MONROEVILLE PA 15146-2229",PA,40.4347244,-79.7851321,Higher education institution,Highest degree certificate,Pennsylvania
Career Cornerstone Center Incorporated,f3e53f65,"82 WENDELL AVE, PITTSFIELD, MA, 01201",MA,42.4453215,-73.2530846,Non-profit organization,Job training non-profit,Massachusetts
Jersey College - Port Charlotte,621bf11e,"2450 HARBOR BLVD, PORT CHARLOTTE, FL, 33952",FL,26.9900865,-82.0962221,WIOA-eligible,NA,Florida
Tech Exposure And Access Through Mentoring Inc,6e4f674f,"360 GRAND AVE, OAKLAND, CA, 94610",CA,37.8091479,-122.2553965,Non-profit organization,Job training non-profit,California
Center For Youth Development Through Law,076e2ac2,UC BERKELEY SCHOOL OF LAW 225 BANCR BERKELEY CA 94720-7200,CA,37.870151,-122.2594606,Non-profit organization,Job training non-profit,California
Grays Harbor College,3cbba0bb,"1620 EDWARD P SMITH DR, ABERDEEN, WA, 98520",WA,46.9534054,-123.8022072,Multiple types,Highest degree bachelor’s+,Washington
Local Economic And Employement Development Council Inc,f05f2e11,"2545 W DIVERSEY AVE, CHICAGO, IL, 60647",IL,41.931611,-87.6922142,Non-profit organization,Job training non-profit,Illinois
National Park College,64494708,"101 COLLEGE DR, HOT SPRINGS, AR, 71913",AR,34.5125974,-93.1192336,Higher education institution,NA,Arkansas
Ata College,88633892,"10200 LINN STATION RD, LOUISVILLE, KY, 40223",KY,38.2239869,-85.563733,Multiple types,NA,Kentucky
Sew Right Inc,6160fb28,363 E LA ENTRADA CORRALES NM 87048-7647,NM,35.2211438,-106.6102962,Non-profit organization,Job training non-profit,New Mexico
Washington Hospital School Of Nursing,6cde652f,"155 WILSON AVE, WASHINGTON, PA, 15301",PA,40.1831171,-80.246246,Higher education institution,Highest degree certificate,Pennsylvania
Lurleen B Wallace Community College,0a22f37a,1000 DANNELLY BLVD. ANDALUSIA AL 36420-1224,AL,31.3195057,-86.4493692,Higher education institution,NA,Alabama
Lincoln College Of Technology-Indianapolis,0b966c5a,"7225 WINTON DR, INDIANAPOLIS, IN, 46268",IN,39.8865908,-86.246363,Higher education institution,NA,Indiana
The Medical Institute Of Kentucky,6232d1e7,"2720 OLD ROSEBUD RD, LEXINGTON, KY, 40509",KY,38.0270163,-84.4195086,WIOA-eligible,NA,Kentucky
That Suits You Inc,558cc886,"645 ELTON ST, BROOKLYN, NY, 11208",NY,40.667143,-73.8814737,Non-profit organization,Job training non-profit,New York
Ibew Local Union 906 Jatc,61fd8791,"304 AVE A, GWINN, MI, 49841",MI,46.3413222,-87.3803931,Registered apprenticeship,NA,Michigan
Ability Pro Inc,4ae8a821,"2920 AVE R, BROOKLYN, NY, 11229",NY,40.6071413,-73.9434791,Non-profit organization,Job training non-profit,New York
Lincoln Technical Institute - Iselin - Pcs,d6e81399,675 US ROUTE 1 SOUTH 2ND FLOOR 08830 ISELIN NJ 8830,NJ,40.5597769,-74.3076046,WIOA-eligible,NA,New Jersey
Spanaflight Llc,f86a53f3,"16705 103RD AVE CT E,, PUYALLUP WA 98374",WA,47.1037514,-122.2902251,WIOA-eligible,NA,Washington
Npower Inc. - California,41bc83b4,"1550 THE ALAMEDA, SAN JOSE, CA, 95126",CA,37.335065,-121.915522,Registered apprenticeship,NA,California
Bricklayers And Allied Craftworkers Jatc Local 1 Or- Wa-Id-Mt,187cfd65,"12812 NE MARX ST, PORTLAND, OR, 97230",OR,45.5584616,-122.5325817,Registered apprenticeship,NA,Oregon
My Brothers Keeper Global Outreach Inc,0049b296,10857 W FILLMORE ST AVONDALE AZ 85323-5403,AZ,33.4523018,-112.2935645,Non-profit organization,Job training non-profit,Arizona
Academy On-Demand Dba Academy For Caregiving Excellence,651c4ad8,"4723 N 1ST AVE, TUCSON, AZ, 85718",AZ,32.2925008,-110.962143,WIOA-eligible,NA,Arizona
Community Provider Network Of Rhode Island,fcd1448f,"110 JEFFERSON BLVD, WARWICK, RI, 02888",RI,41.7450149,-71.4365498,Registered apprenticeship,NA,Rhode Island
